180,358,792,71
181,322,879,87
182,959,228,62
183,348,2,79
184,779,122,86
185,383,973,69
186,473,352,99
187,288,382,68
188,162,426,98
189,369,687,80
190,56,206,96
191,859,985,69
192,616,896,93
193,72,734,83
194,955,718,98
195,780,137,75
196,949,300,67
197,234,343,64
198,19,342,79
199,744,586,82
200,149,46,64
201,740,948,60
202,41,605,63
203,326,888,76
204,342,12,60
205,941,864,73
206,878,3,76
207,42,641,88
208,523,169,100
209,469,114,73
210,262,225,99
211,94,806,83
212,387,408,80
213,102,778,78
214,37,996,64
215,733,279,94
216,730,578,91
217,806,605,80
218,904,142,88
219,250,51,83
220,28,678,64
221,315,332,83
222,333,269,85
223,180,360,72
224,12,644,97
225,376,214,95
226,615,558,79
227,589,910,71
228,239,587,81
229,20,566,98
230,742,750,86
231,823,346,78
232,775,378,83
233,505,191,78
234,112,624,72
235,509,802,68
236,901,64,83
237,436,121,88
238,49,456,80
239,947,322,77
240,909,943,62
241,798,596,95
242,438,937,88
243,334,671,90
244,339,980,72
245,360,732,70
246,520,677,97
247,655,108,87
248,57,467,78
249,59,86,88
250,551,268,84
251,492,386,72
252,258,207,73
253,886,181,89
254,999,154,85
255,610,519,67
256,739,330,75
257,583,580,69
258,600,384,98
259,892,819,98
260,409,865,79
261,60,198,91
262,786,128,89
263,437,628,73
264,746,457,81
265,226,499,90
266,384,63,60
267,557,573,71
268,144,595,71
269,809,297,91
270,700,848,65
271,661,514,79
272,722,412,96
273,107,847,84
274,106,261,89
275,94,73,93
276,588,707,100
277,71,80,61
278,166,337,100
279,803,90,100
280,697,129,87
281,400,742,73
282,43,11,99
283,166,912,75
284,109,59,80
285,23,6,66
286,692,767,64
287,57,395,62
288,705,52,78
289,631,669,70
290,689,636,97
291,851,891,89
292,652,910,74
293,326,78,94
294,884,917,99
295,898,123,89
296,494,458,76
297,666,943,74
298,193,153,83
299,365,295,91
300,40,488,80
301,396,448,83
302,563,520,79
303,465,354,60
304,649,59,67
305,95,476,94
306,993,675,72
307,552,496,87
308,42,828,95
309,270,464,85
310,117,15,69
311,578,687,70
312,695,971,80
313,818,814,76
314,281,940,82
315,680,788,92
316,729,990,87
317,632,730,66
318,981,209,99
319,709,176,93
320,577,486,87
321,385,663,82
322,550,524,79
323,827,227,77
324,33,818,93
325,991,172,79
326,698,310,94
327,425,114,76
328,420,484,70
329,6,162,73
330,567,184,86
331,966,369,96
332,834,845,84
333,854,819,81
334,666,707,66
335,60,177,70
336,325,270,100
337,895,333,87
338,115,739,68
339,954,533,95
340,294,127,78
341,35,547,99
342,132,461,100
343,19,553,91
344,982,797,80
345,787,511,78
346,356,72,75
347,818,698,78
348,271,409,85
349,978,251,94
350,432,778,92
351,343,52,71
352,115,768,81
353,154,653,63
354,724,860,89
355,957,428,63
356,419,876,72
357,348,715,80
358,865,896,69
359,585,582,92
360,650,216,100
361,818,892,97
362,876,25,85
363,767,137,66
364,685,628,80
365,692,801,81
366,292,360,83
367,314,674,67
368,377,812,88
369,137,938,63
370,894,474,76
371,22,742,77
372,197,851,76
373,514,743,92
374,819,924,95
375,366,895,76
376,509,352,91
377,883,211,70
378,765,930,73
379,747,271,70
380,499,527,63
381,670,531,89
382,116,188,75
383,558,495,65
384,605,579,93
385,22,276,76
386,654,534,91
387,716,25,69
388,924,999,68
389,226,758,79
390,171,366,88
391,493,717,74
392,552,743,62
393,721,536,88
394,978,782,64
395,377,938,71
396,999,166,95
397,698,688,62
398,38,707,92
399,868,976,81
400,224,830,65
401,639,331,89
402,29,962,64
403,87,966,72
404,510,387,93
405,907,293,78
406,783,739,100
407,765,512,74
408,226,345,60
409,562,720,94
410,431,675,63
411,113,112,63
412,231,477,60
413,678,254,71
414,180,216,88
415,425,919,71
416,136,823,74
417,586,516,82
418,699,964,93
419,43,968,93
420,575,686,73
421,153,763,82
422,246,108,69
423,665,502,66
424,893,703,91
425,931,821,100
426,339,949,91
427,232,120,98
428,72,165,73
429,139,611,100
430,349,416,78
431,239,907,93
432,940,231,65
433,16,689,73
434,318,982,75
435,163,80,80
436,627,542,78
437,387,54,96
438,630,9,75
439,106,535,70
440,522,559,68
441,701,936,70
442,239,631,97
443,47,721,82
444,505,303,72
445,917,643,80
446,598,870,89
447,964,950,62
448,543,330,62
449,983,907,63
450,307,724,81
451,297,398,85
452,941,921,61
453,256,45,75
454,701,226,63
455,546,749,99
456,94,373,84
457,768,971,98
458,356,933,62
459,649,108,73
460,619,644,78
461,708,681,63
462,315,293,63
463,761,986,60
464,931,290,76
465,51,980,86
466,989,561,91
467,389,225,92
468,289,324,68
469,660,879,98
470,974,341,79
471,908,422,77
472,120,552,80
473,660,396,93
474,897,744,61
475,928,713,61
476,754,75,80
477,339,577,84
478,883,972,99
479,160,719,75
480,962,277,87
481,484,89,80
482,402,940,98
483,467,154,84
484,243,843,91
485,238,117,87
486,940,397,87
487,343,907,90
488,202,206,77
489,12,952,83
490,578,956,100
491,98,123,88
492,68,227,86
493,603,335,60
494,229,573,69
495,756,628,78
496,427,476,99
497,172,581,68
498,965,451,61
499,186,117,60
500,580,430,62
501,884,315,70
502,939,806,65
503,792,88,93
504,100,460,60
505,109,126,77
506,275,147,64
507,895,964,64
508,1000,660,93
509,894,368,88
510,481,752,97
511,740,32,73
512,693,431,63
513,253,562,70
514,543,246,67
515,407,701,62
516,640,44,64
517,926,923,88
518,7,589,79
519,962,355,75
520,606,119,97
521,240,964,64
522,192,76,77
523,309,841,67
524,398,559,62
525,357,443,81
526,666,462,98
527,712,5,94
528,202,303,93
529,925,160,82
530,200,559,86
531,991,576,60
532,119,197,94
533,162,892,74
534,499,834,72
535,360,6,97
536,370,244,62
537,576,267,90
538,579,670,79
539,855,202,76
540,632,296,92
541,824,608,94
542,682,366,64
543,445,982,88
544,163,967,78
545,706,45,62
546,326,268,85
547,217,450,84
548,497,121,98
549,201,486,81
550,475,370,75
551,545,888,76
552,686,491,97
553,721,328,77
554,587,182,72
555,441,795,63
556,73,273,99
557,477,244,76
558,681,614,64
559,956,800,73
560,941,584,95
561,59,969,88
562,182,398,68
563,922,67,84
564,675,844,75
565,390,272,67
566,291,244,75
567,345,292,92
568,745,415,96
569,791,452,69
570,960,953,88
571,708,143,63
572,793,922,73
573,56,810,99
574,933,222,70
575,97,821,83
576,355,541,74
577,97,584,80
578,483,709,95
579,194,518,93
580,960,897,79
581,193,532,82
582,767,513,85
583,597,659,96
584,602,783,90
585,76,705,89
586,664,204,76
587,409,639,79
588,679,835,88
589,400,542,86
590,854,690,94
591,197,248,69
592,394,109,77
593,972,843,60
594,137,894,87
595,534,124,74
596,549,884,75
597,832,235,70
598,237,763,73
599,34,316,73
600,716,693,87
601,10,654,92
602,833,739,79
603,559,730,70
604,23,481,71
605,984,486,80
606,988,269,74
607,508,124,98
608,867,199,88
609,374,940,80
610,518,510,80
611,267,849,72
612,103,337,78
613,738,876,97
614,614,996,99
615,73,330,88
616,486,871,90
617,682,52,72
618,800,110,66
619,889,832,98
620,482,578,93
621,337,283,80
622,936,895,86
623,770,126,60
624,447,727,84
625,492,217,62
626,669,878,86
627,559,444,81
628,120,352,98
629,560,317,89
630,725,667,93
631,757,691,66
632,211,624,71
633,126,839,78
634,932,928,68
635,666,280,81
636,572,887,84
637,692,794,64
638,683,889,65
639,463,967,72
640,594,583,81
641,704,202,83
642,684,158,98
643,855,610,62
644,449,503,75
645,529,762,81
646,884,832,88
647,507,494,65
648,189,756,79
649,307,602,68
650,518,84,90
651,921,848,77
652,689,345,69
653,753,273,69
654,612,568,76
655,72,390,80
656,90,654,84
657,131,398,74
658,165,711,78
659,2,138,76
660,917,199,87
661,546,264,80
662,361,359,85
663,394,349,96
664,501,768,93
665,685,972,73
666,266,824,83
667,651,893,94
668,100,618,65
669,801,157,93
670,534,138,79
671,639,372,67
672,246,163,62
673,117,49,88
674,668,880,76
675,456,446,71
676,61,344,77
677,563,535,87
678,324,579,69
679,928,172,70
680,363,937,71
681,329,199,97
682,906,181,99
683,497,983,94
684,274,856,89
685,470,566,84
686,202,911,96
687,382,741,93
688,1,144,74
689,983,474,78
690,741,314,83
691,516,587,73
692,839,157,78
693,161,499,64
694,908,473,71
695,801,693,77
696,538,416,69
697,924,239,66
698,35,965,61
699,168,660,73
700,275,132,72
701,481,542,89
702,708,752,64
703,877,370,76
704,257,254,97
705,856,862,79
706,982,928,71
707,139,855,84
708,424,886,94
709,77,654,90
710,276,402,61
711,487,597,79
712,12,499,71
713,608,667,78
714,182,809,69
715,684,262,63
716,87,800,81
717,669,338,85
718,114,877,83
719,478,400,66
720,769,278,86
721,591,215,76
722,319,458,99
723,483,702,91
724,750,168,79
725,279,179,81
726,722,674,98
727,401,508,75
728,719,472,74
729,270,977,82
730,582,51,74
731,102,135,70
732,289,260,66
733,380,719,87
734,67,310,64
735,796,663,61
736,767,361,67
737,655,495,87
738,577,944,79
739,215,182,71
740,276,197,68
741,199,580,62
742,907,537,69
743,878,765,100
744,794,785,91
745,346,581,86
746,662,187,86
747,643,818,94
748,408,234,75
749,651,688,88
750,138,623,95
751,995,650,90
752,600,68,84
753,30,916,95
754,950,48,62
755,369,341,83
756,282,973,94
757,479,533,77
758,192,927,96
759,195,773,82
760,129,344,61
761,783,525,61
762,440,476,87
763,855,216,74
764,593,824,71
765,173,192,62
766,385,185,72
767,362,930,82
768,829,601,80
769,809,4,75
770,18,675,100
771,700,406,93
772,5,316,70
773,245,948,98
774,368,87,63
775,471,717,100
776,568,878,95
777,798,482,74
778,909,818,71
779,748,652,60
780,179,542,90
781,431,125,74
782,17,987,94
783,110,310,91
784,151,629,85
785,424,831,90
786,860,940,63
787,283,504,98
788,458,974,87
789,76,944,91
790,354,28,83
791,227,780,78
792,694,7,71
793,195,468,93
794,53,530,87
795,518,170,89
796,876,403,73
797,330,329,87
798,949,567,68
799,364,125,75
800,14,677,84
801,730,611,90
802,974,49,75
803,609,639,75
804,729,428,99
805,500,250,88
806,918,797,87
807,353,465,63
808,705,105,89
809,177,423,68
810,163,160,83
811,357,68,89
812,902,151,79
813,954,848,99
814,488,108,80
815,67,747,68
816,930,349,74
817,51,425,86
818,729,758,81
819,832,46,97
820,286,616,95
821,849,897,62
822,85,249,75
823,113,9,63
824,703,303,65
825,513,375,73
826,338,67,60
827,941,157,76
828,114,735,74
829,603,739,81
830,327,252,63
831,375,152,80
832,297,107,65
833,723,991,84
834,334,926,89
835,403,795,87
836,902,566,89
837,935,593,92
838,600,500,97
839,483,172,66
840,888,408,70
841,91,343,60
842,62,984,96
843,959,424,96
844,178,810,61
845,429,27,88
846,798,167,88
847,416,710,85
848,334,994,92
849,692,40,82
850,514,396,89
851,796,659,92
852,70,94,82
853,162,124,67
854,750,364,89
855,110,120,92
856,975,608,93
857,885,896,63
858,411,961,80
859,601,756,91
860,67,982,95
861,652,101,100
862,864,545,73
863,58,614,94
864,288,682,69
865,446,987,92
866,58,388,89
867,59,864,69
868,793,207,93
869,758,34,61
870,4,626,67
871,997,972,87
872,296,649,92
873,787,883,77
874,220,496,90
875,558,540,93
876,948,147,93
877,425,576,71
878,525,312,81
879,11,958,72
880,25,848,85
881,400,906,82
882,294,188,68
883,248,565,82
884,692,455,95
885,540,181,63
886,614,321,77
887,354,823,62
888,483,834,88
889,691,950,81
890,549,642,77
891,791,930,75
892,511,359,82
893,25,461,71
894,93,772,71
895,841,877,75
896,346,960,69
897,874,928,75
898,562,996,87
899,699,821,76
900,430,792,98
901,202,771,72
902,505,119,73
903,292,293,89
904,519,120,64
905,421,945,95
906,942,585,77
907,712,861,100
908,415,705,90
909,167,224,64
910,761,106,91
911,447,8,72
912,26,618,69
913,870,400,78
914,219,499,69
915,607,449,84
916,450,85,95
917,879,467,62
918,48,772,82
919,746,610,81
920,402,371,85
921,922,425,83
922,892,701,84
923,929,373,63
924,646,891,64
925,878,990,95
926,402,155,96
927,862,673,87
928,88,557,93
929,697,55,75
930,451,780,82
931,797,227,70
932,128,352,64
933,36,886,60
934,204,228,89
935,40,481,94
936,709,796,92
937,565,689,66
938,934,330,89
939,17,460,60
940,368,69,61
941,504,520,71
942,347,854,66
943,518,687,70
944,579,216,98
945,355,649,60
946,300,333,77
947,150,895,86
948,712,761,69
949,72,780,79
950,721,381,93
951,284,982,94
952,477,417,98
953,665,416,81
954,951,219,96
955,232,608,79
956,918,637,99
957,425,667,95
958,887,178,99
959,885,10,65
960,914,823,77
961,797,634,81
962,775,521,73
963,165,483,73
964,501,869,92
965,646,245,91
966,115,80,94
967,433,462,65
968,58,774,77
969,454,998,67
970,51,237,91
971,916,442,84
972,865,489,78
973,77,949,89
974,485,940,63
975,877,848,91
976,951,485,91
977,1000,12,75
978,232,551,89
979,2,926,69
980,693,772,64
981,719,67,74
982,358,33,81
983,484,700,69
984,959,108,91
985,275,625,93
986,208,141,60
987,898,791,76
988,577,700,71
989,679,366,90
990,725,370,67
991,871,313,61
992,721,996,81
993,679,937,80
994,580,509,81
995,414,499,76
996,169,501,73
997,66,458,66
998,114,726,81
999,990,339,68
1000,573,924,96
